method,seed,evaluation_count,sweep,slot_count,unique_slot_phenotypes,largest_phenotype_slot_fraction,normalized_slot_entropy,adjacent_same_phenotype_fraction
moead,2,5640,281,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5660,282,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5680,283,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5700,284,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5720,285,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5740,286,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5760,287,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5780,288,20,12,0.25,0.7313782131597591,0.42105263157894735
moead,2,5800,289,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5820,290,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5840,291,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5860,292,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5880,293,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5900,294,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5920,295,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5940,296,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5960,297,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,5980,298,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6000,299,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6020,300,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6040,301,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6060,302,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6080,303,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6100,304,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6120,305,20,10,0.3,0.6631200839133505,0.5263157894736842
moead,2,6140,306,20,10,0.3,0.6631200839133505,0.5263157894736842
moead,2,6160,307,20,10,0.3,0.6631200839133505,0.5263157894736842
moead,2,6180,308,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6200,309,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6220,310,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6240,311,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6260,312,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6280,313,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6300,314,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,6320,315,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,6340,316,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,6360,317,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,6380,318,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,6400,319,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,6420,320,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6440,321,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6460,322,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6480,323,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6500,324,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6520,325,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6540,326,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6560,327,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6580,328,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,6600,329,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6620,330,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6640,331,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6660,332,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6680,333,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6700,334,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6720,335,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6740,336,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6760,337,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6780,338,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6800,339,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6820,340,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6840,341,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6860,342,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6880,343,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6900,344,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6920,345,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6940,346,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6960,347,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,6980,348,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7000,349,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7020,350,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7040,351,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7060,352,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7080,353,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7100,354,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7120,355,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7140,356,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7160,357,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7180,358,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7200,359,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7220,360,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7240,361,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7260,362,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7280,363,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7300,364,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7320,365,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7340,366,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7360,367,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7380,368,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7400,369,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7420,370,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7440,371,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7460,372,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7480,373,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7500,374,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7520,375,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7540,376,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7560,377,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7580,378,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7600,379,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,7620,380,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7640,381,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7660,382,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7680,383,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7700,384,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7720,385,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7740,386,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7760,387,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7780,388,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7800,389,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7820,390,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,2,7840,391,20,10,0.3,0.6631200839133505,0.5263157894736842
moead,2,7860,392,20,9,0.3,0.6399822625973747,0.5789473684210527
moead,2,7880,393,20,10,0.3,0.6631200839133505,0.5263157894736842
moead,2,7900,394,20,10,0.3,0.6631200839133505,0.5263157894736842
moead,2,7920,395,20,10,0.3,0.6631200839133505,0.5263157894736842
moead,2,7940,396,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,7960,397,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,7980,398,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8000,399,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8020,400,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8040,401,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8060,402,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8080,403,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8100,404,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8120,405,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8140,406,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8160,407,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8180,408,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8200,409,20,11,0.3,0.6862579052293265,0.47368421052631576
moead,2,8220,410,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8240,411,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8260,412,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8280,413,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8300,414,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8320,415,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8340,416,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8360,417,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8380,418,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8400,419,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8420,420,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8440,421,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8460,422,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8480,423,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8500,424,20,7,0.45,0.49051558644157073,0.6842105263157895
moead,2,8520,425,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8540,426,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8560,427,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8580,428,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8600,429,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8620,430,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8640,431,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8660,432,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8680,433,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8700,434,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,8720,435,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,8740,436,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,8760,437,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,8780,438,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,8800,439,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,8820,440,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,8840,441,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,8860,442,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,8880,443,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,8900,444,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,8920,445,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,2,8940,446,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,8960,447,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,8980,448,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,9000,449,20,8,0.35,0.5833339699287368,0.631578947368421
moead,2,9020,450,20,6,0.45,0.4806270256706907,0.7368421052631579
moead,2,9040,451,20,6,0.45,0.4806270256706907,0.7368421052631579
moead,2,9060,452,20,6,0.45,0.4806270256706907,0.7368421052631579
moead,2,9080,453,20,6,0.45,0.4806270256706907,0.7368421052631579
moead,2,9100,454,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9120,455,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9140,456,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9160,457,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9180,458,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9200,459,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9220,460,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9240,461,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9260,462,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9280,463,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9300,464,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9320,465,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9340,466,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9360,467,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9380,468,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9400,469,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9420,470,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9440,471,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9460,472,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9480,473,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9500,474,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9520,475,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9540,476,20,8,0.3,0.6081112152120379,0.631578947368421
moead,2,9560,477,20,8,0.3,0.586128728597581,0.5789473684210527
moead,2,9580,478,20,8,0.35,0.5833339699287367,0.5789473684210527
moead,2,9600,479,20,9,0.35,0.6250935780849535,0.5789473684210527
moead,2,9620,480,20,9,0.35,0.6250935780849535,0.5789473684210527
moead,2,9640,481,20,9,0.35,0.6250935780849535,0.5789473684210527
moead,2,9660,482,20,9,0.35,0.6250935780849535,0.5789473684210527
moead,2,9680,483,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9700,484,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9720,485,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9740,486,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9760,487,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9780,488,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9800,489,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9820,490,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9840,491,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,9860,492,20,7,0.4,0.5372435736804817,0.6842105263157895
moead,2,9880,493,20,7,0.4,0.5372435736804817,0.6842105263157895
moead,2,9900,494,20,7,0.4,0.5372435736804817,0.6842105263157895
moead,2,9920,495,20,8,0.3,0.6123284068056636,0.631578947368421
moead,2,9940,496,20,8,0.35,0.5875511615223625,0.631578947368421
moead,2,9960,497,20,8,0.35,0.5875511615223625,0.631578947368421
moead,2,9980,498,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,10000,499,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,3,20,0,20,20,0.05,1.0,0.0
moead,3,40,1,20,3,0.5,0.34370661996542284,0.8947368421052632
moead,3,60,2,20,3,0.5,0.3148974294721926,0.8947368421052632
moead,3,80,3,20,4,0.55,0.37043982932079766,0.8421052631578947
moead,3,100,4,20,3,0.5,0.3148974294721926,0.8947368421052632
moead,3,120,5,20,6,0.5,0.45824039184378323,0.6842105263157895
moead,3,140,6,20,4,0.45,0.3691551106844369,0.8421052631578947
moead,3,160,7,20,3,0.5,0.34370661996542284,0.8947368421052632
moead,3,180,8,20,6,0.3,0.557319538104351,0.7368421052631579
moead,3,200,9,20,5,0.3,0.5023106694030383,0.7894736842105263
moead,3,220,10,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,3,240,11,20,6,0.4,0.50988856077088,0.7368421052631579
moead,3,260,12,20,6,0.3,0.5398530859656291,0.7368421052631579
moead,3,280,13,20,7,0.3,0.5762401678267011,0.6842105263157895
moead,3,300,14,20,6,0.4,0.50988856077088,0.7368421052631579
moead,3,320,15,20,8,0.35,0.6106889828383384,0.631578947368421
moead,3,340,16,20,5,0.45,0.45748920435471474,0.7894736842105263
moead,3,360,17,20,6,0.4,0.5186217868402407,0.7368421052631579
moead,3,380,18,20,7,0.3,0.5937066199654227,0.631578947368421
moead,3,400,19,20,8,0.3,0.6267330020522787,0.631578947368421
moead,3,420,20,20,8,0.35,0.6106889828383384,0.5789473684210527
moead,3,440,21,20,9,0.3,0.6586040494376154,0.5263157894736842
moead,3,460,22,20,8,0.3,0.6123284068056636,0.5789473684210527
moead,3,480,23,20,8,0.25,0.6255776673507596,0.631578947368421
moead,3,500,24,20,8,0.25,0.6255776673507596,0.631578947368421
moead,3,520,25,20,6,0.4,0.4954839655242649,0.7368421052631579
moead,3,540,26,20,6,0.4,0.4879060741564232,0.6842105263157895
moead,3,560,27,20,6,0.4,0.4879060741564232,0.6842105263157895
moead,3,580,28,20,6,0.4,0.48790607415642306,0.7368421052631579
moead,3,600,29,20,5,0.4,0.421554467100602,0.7894736842105263
moead,3,620,30,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,3,640,31,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,3,660,32,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,3,680,33,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,3,700,34,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,3,720,35,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,3,740,36,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,3,760,37,20,7,0.35,0.5469468880676648,0.631578947368421
moead,3,780,38,20,7,0.35,0.5644133402063866,0.6842105263157895
moead,3,800,39,20,7,0.3,0.5705687986494469,0.6842105263157895
moead,3,820,40,20,8,0.45,0.5599290503894985,0.5789473684210527
moead,3,840,41,20,5,0.45,0.435506717740258,0.7894736842105263
moead,3,860,42,20,5,0.45,0.435506717740258,0.7894736842105263
moead,3,880,43,20,4,0.45,0.3398935755842477,0.8421052631578947
moead,3,900,44,20,4,0.45,0.3398935755842477,0.8421052631578947
moead,3,920,45,20,6,0.35,0.5226537320501699,0.7368421052631579
moead,3,940,46,20,4,0.5,0.38882692789585555,0.8421052631578947
moead,3,960,47,20,6,0.5,0.4825335478612783,0.7368421052631579
moead,3,980,48,20,1,1.0,-0.0,1.0
moead,3,1000,49,20,5,0.35,0.4832047932969913,0.7894736842105263
moead,3,1020,50,20,6,0.35,0.515075840682328,0.7368421052631579
moead,3,1040,51,20,8,0.45,0.5686622764588594,0.631578947368421
moead,3,1060,52,20,7,0.25,0.6024398460347836,0.6842105263157895
moead,3,1080,53,20,7,0.25,0.5880352507881687,0.6842105263157895
moead,3,1100,54,20,6,0.5,0.4681289526146632,0.7368421052631579
moead,3,1120,55,20,4,0.5,0.38124903652801373,0.8421052631578947
moead,3,1140,56,20,7,0.3,0.5804573594203268,0.631578947368421
moead,3,1160,57,20,5,0.5,0.4351025705278073,0.7894736842105263
moead,3,1180,58,20,4,0.5,0.3888269278958555,0.7894736842105263
moead,3,1200,59,20,7,0.3,0.5705687986494469,0.631578947368421
moead,3,1220,60,20,7,0.35,0.5788179354530016,0.6842105263157895
moead,3,1240,61,20,8,0.2,0.6673372755069763,0.631578947368421
moead,3,1260,62,20,7,0.45,0.5455244551428834,0.6842105263157895
moead,3,1280,63,20,3,0.7,0.24903182146838776,0.8947368421052632
moead,3,1300,64,20,3,0.7,0.24903182146838776,0.8947368421052632
moead,3,1320,65,20,5,0.45,0.45748920435471474,0.7368421052631579
moead,3,1340,66,20,7,0.3,0.5849733938960618,0.631578947368421
moead,3,1360,67,20,5,0.35,0.509404471505074,0.7894736842105263
moead,3,1380,68,20,5,0.5,0.4449911312986873,0.7894736842105263
moead,3,1400,69,20,5,0.35,0.509404471505074,0.7894736842105263
moead,3,1420,70,20,5,0.35,0.509404471505074,0.7894736842105263
moead,3,1440,71,20,7,0.3,0.5762401678267011,0.6842105263157895
moead,3,1460,72,20,7,0.3,0.5762401678267011,0.6842105263157895
moead,3,1480,73,20,6,0.35,0.5325422928210498,0.7368421052631579
moead,3,1500,74,20,7,0.35,0.5844893046302558,0.6842105263157895
moead,3,1520,75,20,7,0.2,0.6210616328750245,0.6842105263157895
moead,3,1540,76,20,5,0.35,0.4907826846648331,0.7894736842105263
moead,3,1560,77,20,7,0.35,0.5601961486127608,0.6842105263157895
moead,3,1580,78,20,9,0.25,0.6862579052293265,0.5263157894736842
moead,3,1600,79,20,7,0.3,0.5948619546669419,0.631578947368421
moead,3,1620,80,20,8,0.3,0.6081112152120378,0.631578947368421
moead,3,1640,81,20,6,0.3,0.557319538104351,0.7368421052631579
moead,3,1660,82,20,7,0.25,0.6069558805105186,0.631578947368421
moead,3,1680,83,20,6,0.35,0.515075840682328,0.7368421052631579
moead,3,1700,84,20,7,0.3,0.6035951807363027,0.631578947368421
moead,3,1720,85,20,8,0.3,0.6354662281216397,0.631578947368421
moead,3,1740,86,20,8,0.3,0.6354662281216397,0.631578947368421
moead,3,1760,87,20,8,0.3,0.6354662281216397,0.631578947368421
moead,3,1780,88,20,9,0.25,0.6718533099827114,0.5789473684210527
moead,3,1800,89,20,10,0.2,0.736750739454904,0.5263157894736842
moead,3,1820,90,20,10,0.2,0.736750739454904,0.5263157894736842
moead,3,1840,91,20,7,0.5,0.5231378213159759,0.6842105263157895
moead,3,1860,92,20,7,0.5,0.5231378213159759,0.6842105263157895
moead,3,1880,93,20,10,0.25,0.7037243573680482,0.5263157894736842
moead,3,1900,94,20,11,0.2,0.75988856077088,0.47368421052631576
moead,3,1920,95,20,12,0.2,0.7830263820868558,0.42105263157894735
moead,3,1940,96,20,12,0.2,0.7830263820868558,0.42105263157894735
moead,3,1960,97,20,13,0.15,0.8205687986494469,0.3684210526315789
moead,3,1980,98,20,14,0.15,0.8437066199654227,0.3157894736842105
moead,3,2000,99,20,12,0.15,0.7974309773334709,0.42105263157894735
moead,3,2020,100,20,12,0.15,0.7974309773334709,0.42105263157894735
moead,3,2040,101,20,14,0.15,0.8437066199654227,0.21052631578947367
moead,3,2060,102,20,13,0.15,0.8293020247188077,0.3157894736842105
moead,3,2080,103,20,13,0.2,0.8061642034028318,0.3684210526315789
moead,3,2100,104,20,11,0.35,0.6945070420328813,0.47368421052631576
moead,3,2120,105,20,13,0.15,0.811835572580086,0.3684210526315789
moead,3,2140,106,20,13,0.15,0.8205687986494469,0.3684210526315789
moead,3,2160,107,20,13,0.15,0.811835572580086,0.3684210526315789
moead,3,2180,108,20,12,0.15,0.78869775126411,0.42105263157894735
moead,3,2200,109,20,14,0.15,0.8437066199654227,0.3157894736842105
moead,3,2220,110,20,14,0.15,0.8437066199654227,0.3157894736842105
moead,3,2240,111,20,14,0.15,0.8437066199654227,0.3157894736842105
moead,3,2260,112,20,13,0.15,0.8205687986494469,0.3684210526315789
moead,3,2280,113,20,13,0.15,0.811835572580086,0.3684210526315789
moead,3,2300,114,20,11,0.25,0.7325335478612783,0.42105263157894735
moead,3,2320,115,20,11,0.25,0.7325335478612783,0.42105263157894735
moead,3,2340,116,20,11,0.25,0.7325335478612783,0.42105263157894735
moead,3,2360,117,20,10,0.3,0.6874132399308456,0.47368421052631576
moead,3,2380,118,20,11,0.3,0.7105510612468214,0.47368421052631576
moead,3,2400,119,20,11,0.3,0.7105510612468214,0.47368421052631576
moead,3,2420,120,20,11,0.3,0.7105510612468214,0.47368421052631576
moead,3,2440,121,20,11,0.3,0.7105510612468214,0.47368421052631576
moead,3,2460,122,20,11,0.25,0.7325335478612783,0.47368421052631576
moead,3,2480,123,20,9,0.2,0.6817418707535915,0.5789473684210527
moead,3,2500,124,20,9,0.3,0.6586040494376154,0.5789473684210527
moead,3,2520,125,20,8,0.4,0.5979238115590485,0.631578947368421
moead,3,2540,126,20,8,0.35,0.6106889828383384,0.631578947368421
moead,3,2560,127,20,7,0.25,0.6111730721041446,0.6842105263157895
moead,3,2580,128,20,10,0.25,0.6949911312986874,0.5263157894736842
moead,3,2600,129,20,11,0.2,0.7511553347015192,0.47368421052631576
moead,3,2620,130,20,8,0.3,0.6267330020522787,0.5789473684210527
moead,3,2640,131,20,11,0.15,0.774293156017495,0.3684210526315789
moead,3,2660,132,20,13,0.15,0.8205687986494469,0.3157894736842105
moead,3,2680,133,20,12,0.15,0.8061642034028318,0.42105263157894735
moead,3,2700,134,20,13,0.1,0.8380352507881685,0.3684210526315789
moead,3,2720,135,20,13,0.1,0.8380352507881685,0.3684210526315789
moead,3,2740,136,20,13,0.15,0.8293020247188077,0.3684210526315789
moead,3,2760,137,20,14,0.15,0.8524398460347836,0.3157894736842105
moead,3,2780,138,20,14,0.15,0.8524398460347836,0.3157894736842105
moead,3,2800,139,20,14,0.15,0.8524398460347836,0.3157894736842105
moead,3,2820,140,20,12,0.2,0.7830263820868558,0.42105263157894735
moead,3,2840,141,20,12,0.2,0.7830263820868558,0.42105263157894735
moead,3,2860,142,20,10,0.25,0.6949911312986874,0.5263157894736842
moead,3,2880,143,20,9,0.2,0.6760705015763371,0.5789473684210527
moead,3,2900,144,20,8,0.3,0.6123284068056636,0.631578947368421
moead,3,2920,145,20,8,0.3,0.6123284068056636,0.631578947368421
moead,3,2940,146,20,7,0.4,0.5516481689270967,0.6842105263157895
moead,3,2960,147,20,8,0.4,0.5835192163124335,0.631578947368421
moead,3,2980,148,20,11,0.25,0.7412667739306392,0.47368421052631576
moead,3,3000,149,20,11,0.25,0.7412667739306392,0.47368421052631576
moead,3,3020,150,20,11,0.25,0.7412667739306392,0.47368421052631576
moead,3,3040,151,20,4,0.4,0.41685318624117024,0.8421052631578947
moead,3,3060,152,20,5,0.45,0.4442399438096188,0.7894736842105263
moead,3,3080,153,20,9,0.35,0.6152050173140735,0.5789473684210527
moead,3,3100,154,20,8,0.3,0.6168444412813987,0.631578947368421
moead,3,3120,155,20,9,0.3,0.6642754186148696,0.5789473684210527
moead,3,3140,156,20,10,0.3,0.6874132399308457,0.5263157894736842
moead,3,3160,157,20,12,0.3,0.7511553347015192,0.42105263157894735
moead,3,3180,158,20,9,0.2,0.6673372755069762,0.5789473684210527
moead,3,3200,159,20,8,0.3,0.6179997759829178,0.631578947368421
moead,3,3220,160,20,9,0.35,0.6338268041543144,0.5789473684210527
moead,3,3240,161,20,10,0.25,0.7093957265453024,0.5263157894736842
moead,3,3260,162,20,11,0.2,0.7511553347015192,0.47368421052631576
moead,3,3280,163,20,8,0.5,0.5375424165625909,0.631578947368421
moead,3,3300,164,20,6,0.35,0.5226537320501699,0.7368421052631579
moead,3,3320,165,20,9,0.2,0.6904750968229523,0.5789473684210527
moead,3,3340,166,20,6,0.5,0.4825335478612782,0.7368421052631579
moead,3,3360,167,20,6,0.25,0.5750848331251819,0.7368421052631579
moead,3,3380,168,20,5,0.45,0.45748920435471474,0.7894736842105263
moead,3,3400,169,20,6,0.4,0.5285103476111208,0.7368421052631579
moead,3,3420,170,20,5,0.65,0.3740558016242945,0.7368421052631579
moead,3,3440,171,20,5,0.35,0.47753342411973715,0.7894736842105263
