method,seed,evaluation_count,generation_or_sweep,algorithm,valid_population,unique_genotypes,unique_phenotypes,max_single_phenotype_fraction,evaluated_unique_genotypes_cumulative,nondominated_population,min_hpwl,min_congestion_top10,max_hpwl,max_congestion_top10,archive_size,decode_failures_cumulative,duplicate_rejections,replacement_count,elapsed_seconds,valid_evaluations_per_second
moead,3,7760,387,moead,20,18,18,0.15,7760,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,74,0,0,1,9988.803591729142,0.7768698151623864
moead,3,7780,388,moead,20,18,18,0.15,7780,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,71,0,0,2,10014.548133940203,0.7768697994104079
moead,3,7800,389,moead,20,17,17,0.15,7800,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,64,0,0,2,10040.176728854189,0.7768787552896149
moead,3,7820,390,moead,20,16,16,0.15,7820,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,58,0,0,4,10065.707555010216,0.776895211515219
moead,3,7840,391,moead,20,16,16,0.15,7840,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,56,0,0,1,10091.40935134422,0.7768984219192018
moead,3,7860,392,moead,20,16,16,0.15,7860,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,56,0,0,2,10116.963074819185,0.7769129868194639
moead,3,7880,393,moead,20,16,16,0.15,7880,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,58,0,0,3,10142.49616774614,0.7769290586531313
moead,3,7900,394,moead,20,16,16,0.15,7900,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,58,0,0,0,10168.174981340999,0.7769339153286416
moead,3,7920,395,moead,20,16,16,0.15,7920,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,58,0,0,0,10194.151051214198,0.7769160923956164
moead,3,7940,396,moead,20,16,16,0.15,7940,20,583115.2499999971,0.008372696116566658,585941.7678571397,0.008564735762774944,58,0,0,4,10219.630330150016,0.776936126209513
moead,3,7960,397,moead,20,12,12,0.3,7960,19,583115.2499999971,0.008372270502150059,585893.982142854,0.008564735762774944,26,0,0,15,10245.261924266117,0.7769445094562759
moead,3,7980,398,moead,20,9,9,0.25,7980,20,583115.2499999971,0.008368618786334991,585305.7678571398,0.008564735762774944,23,0,0,12,10270.58418607805,0.7769762513428423
moead,3,8000,399,moead,20,10,10,0.25,8000,20,583115.2499999971,0.008368618786334991,585305.7678571398,0.008564735762774944,24,0,0,6,10296.708427931182,0.7769473182613332
moead,3,8020,400,moead,20,10,10,0.25,8020,20,583115.2499999971,0.008368618786334991,585305.7678571398,0.008564735762774944,25,0,0,5,10322.216211427003,0.7769649303723768
moead,3,8040,401,moead,20,9,9,0.25,8040,20,583095.89285714,0.008368618786334991,585305.7678571398,0.008537878282368183,17,0,0,13,10347.660157478182,0.7769872490632144
moead,3,8060,402,moead,20,9,9,0.25,8060,20,583095.89285714,0.008368618786334991,585305.7678571398,0.008537878282368183,18,0,0,0,10373.109397622058,0.7770090617040714
moead,3,8080,403,moead,20,9,9,0.2,8080,20,583095.89285714,0.008368618786334991,585305.7678571398,0.008537878282368183,19,0,0,3,10398.4939758291,0.7770355994610036
moead,3,8100,404,moead,20,10,10,0.2,8100,20,583095.89285714,0.008368618786334991,585305.7678571398,0.008537878282368183,19,0,0,4,10423.555015937192,0.7770861272968224
moead,3,8120,405,moead,20,11,11,0.2,8120,20,583095.89285714,0.008368618786334991,585305.7678571398,0.008537878282368183,18,0,0,4,10449.01212258311,0.7771069556375103
moead,3,8140,406,moead,20,13,13,0.15,8140,20,583077.2142857115,0.008368618786334991,585305.7678571398,0.00853700004518032,17,0,0,3,10474.345913380152,0.7771368319621554
moead,3,8160,407,moead,20,12,12,0.15,8160,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,19,0,0,5,10499.554181267042,0.777175855195719
moead,3,8180,408,moead,20,12,12,0.15,8180,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,21,0,0,6,10525.369398117065,0.7771698731508045
moead,3,8200,409,moead,20,12,12,0.15,8200,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,22,0,0,0,10550.680845595198,0.7772010280666785
moead,3,8220,410,moead,20,12,12,0.15,8220,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,24,0,0,1,10575.948089265032,0.7772352824181877
moead,3,8240,411,moead,20,13,13,0.1,8240,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,25,0,0,2,10601.356453712098,0.7772590268026256
moead,3,8260,412,moead,20,13,13,0.1,8260,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,26,0,0,0,10626.828224783996,0.7772780198644732
moead,3,8280,413,moead,20,14,14,0.1,8280,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,26,0,0,1,10652.079183138208,0.7773130351027516
moead,3,8300,414,moead,20,14,14,0.1,8300,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,26,0,0,0,10677.233256714186,0.7773549383479746
moead,3,8320,415,moead,20,14,14,0.1,8320,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,26,0,0,0,10702.521792853018,0.777386877694187
moead,3,8340,416,moead,20,14,14,0.1,8340,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,27,0,0,0,10727.710248142015,0.7774259191465808
moead,3,8360,417,moead,20,14,14,0.1,8360,20,583013.4642857115,0.008368618786334991,585305.7678571398,0.008537677116692066,28,0,0,0,10753.092638008064,0.7774507559295641
moead,3,8380,418,moead,20,17,17,0.1,8380,20,583013.4642857115,0.008363484404981136,585629.7321428541,0.008537677116692066,29,0,0,7,10778.498584884219,0.7774737765194981
moead,3,8400,419,moead,20,18,18,0.1,8400,19,583013.4642857115,0.008355297148227692,585585.5178571398,0.008537677116692066,30,0,0,7,10803.920464876108,0.7774955422254977
moead,3,8420,420,moead,20,18,18,0.1,8420,19,583013.4642857115,0.008355297148227692,585585.5178571398,0.008537677116692066,30,0,0,1,10829.34665161022,0.7775168965293051
moead,3,8440,421,moead,20,18,18,0.1,8440,19,583013.4642857115,0.008355297148227692,585585.5178571398,0.008537677116692066,29,0,0,2,10854.653159416048,0.7775467236075234
moead,3,8460,422,moead,20,18,18,0.1,8460,20,583013.4642857115,0.008355297148227692,585585.5178571398,0.008537677116692066,29,0,0,1,10880.183200602187,0.777560436623141
moead,3,8480,423,moead,20,18,18,0.1,8480,20,583013.4642857115,0.008355297148227692,585585.5178571398,0.008537677116692066,29,0,0,1,10905.857499075122,0.777563800069747
moead,3,8500,424,moead,20,10,10,0.2,8500,17,583013.4642857115,0.008343372493982315,587290.1249999969,0.008537677116692066,31,0,0,16,10931.993040912086,0.7775343405534058
moead,3,8520,425,moead,20,9,9,0.2,8520,19,583013.4642857115,0.008343372493982315,587290.1249999969,0.008537677116692066,32,0,0,4,10957.797271657037,0.7775285295738645
moead,3,8540,426,moead,20,11,11,0.2,8540,20,583013.4642857115,0.008343372493982315,587290.1249999969,0.008537677116692066,33,0,0,4,10983.594057079172,0.777523272948692
moead,3,8560,427,moead,20,11,11,0.2,8560,20,583013.4642857115,0.008343372493982315,587290.1249999969,0.008537677116692066,35,0,0,1,11009.08491517906,0.7775396471143281
moead,3,8580,428,moead,20,13,13,0.2,8580,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,37,0,0,5,11034.525267179124,0.7775595045778891
moead,3,8600,429,moead,20,13,13,0.2,8600,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,37,0,0,0,11060.236684676027,0.7775602136901204
moead,3,8620,430,moead,20,13,13,0.2,8620,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,37,0,0,0,11085.717058492126,0.7775771250987068
moead,3,8640,431,moead,20,13,13,0.2,8640,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,37,0,0,0,11111.6801204402,0.7775601804903036
moead,3,8660,432,moead,20,13,13,0.2,8660,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,38,0,0,0,11137.711316975998,0.777538558285355
moead,3,8680,433,moead,20,13,13,0.2,8680,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,38,0,0,1,11163.78414947819,0.7775141371221975
moead,3,8700,434,moead,20,14,14,0.1,8700,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,39,0,0,6,11189.842943135183,0.7774908052071752
moead,3,8720,435,moead,20,14,14,0.1,8720,18,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,39,0,0,4,11216.013008366106,0.7774598686267293
moead,3,8740,436,moead,20,17,17,0.1,8740,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,40,0,0,6,11242.293959941017,0.7774214080456099
moead,3,8760,437,moead,20,16,16,0.15,8760,20,583013.4642857115,0.008342446759343147,587271.4464285683,0.008537677116692066,43,0,0,7,11267.816344044171,0.7774354615417807
moead,3,8780,438,moead,20,17,17,0.15,8780,20,583013.4642857115,0.008341818116605282,587335.1964285683,0.008537677116692066,44,0,0,5,11293.672691499116,0.7774264616867117
moead,3,8800,439,moead,20,18,18,0.15,8800,20,583013.4642857115,0.008341818116605282,587335.1964285683,0.008537677116692066,44,0,0,3,11319.7886216091,0.7773996753968615
moead,3,8820,440,moead,20,18,18,0.15,8820,20,583013.4642857115,0.008341818116605282,587335.1964285683,0.008537677116692066,45,0,0,0,11346.22602127702,0.7773509873203908
moead,3,8840,441,moead,20,18,18,0.15,8840,20,583013.4642857115,0.008341818116605282,587335.1964285683,0.008537677116692066,45,0,0,1,11372.637377424166,0.7773043056440271
moead,3,8860,442,moead,20,18,18,0.15,8860,20,583013.4642857115,0.008341818116605282,587335.1964285683,0.008537677116692066,47,0,0,0,11398.829693274107,0.7772727761015549
moead,3,8880,443,moead,20,17,17,0.15,8880,20,583013.4642857115,0.008338694460690022,587512.982142854,0.008537677116692066,49,0,0,2,11425.171999814222,0.7772311874293352
moead,3,8900,444,moead,20,17,17,0.15,8900,20,583013.4642857115,0.008338694460690022,587512.982142854,0.008537677116692066,51,0,0,2,11451.233554801205,0.7772088445675323
moead,3,8920,445,moead,20,17,17,0.15,8920,20,583013.4642857115,0.008338694460690022,587512.982142854,0.008537677116692066,52,0,0,5,11477.271038379055,0.7771882331760094
moead,3,8940,446,moead,20,17,17,0.15,8940,19,583013.4642857115,0.008330225944519043,587758.1428571397,0.008537677116692066,57,0,0,9,11503.61197526916,0.7771472142158049
moead,3,8960,447,moead,20,18,18,0.1,8960,20,583013.4642857115,0.008330225944519043,587758.1428571397,0.008537677116692066,57,0,0,7,11529.60812679003,0.7771296215333351
moead,3,8980,448,moead,20,18,18,0.1,8980,20,583013.4642857115,0.008330225944519043,587758.1428571397,0.008537677116692066,58,0,0,1,11555.96770877717,0.7770876681473736
moead,3,9000,449,moead,20,19,19,0.1,9000,20,583013.4642857115,0.008330225944519043,587758.1428571397,0.008537677116692066,58,0,0,4,11581.945769852027,0.7770715023918633
moead,3,9020,450,moead,20,19,19,0.1,9020,20,583013.4642857115,0.008330225944519043,587758.1428571397,0.008537677116692066,52,0,0,2,11608.007971600164,0.7770497765049857
moead,3,9040,451,moead,20,19,19,0.1,9040,20,582981.7499999972,0.008330225944519043,587758.1428571397,0.00854005478322506,53,0,0,1,11634.270946088014,0.7770147387739557
moead,3,9060,452,moead,20,18,18,0.1,9060,20,582981.7499999972,0.008324146270751953,587597.3749999969,0.00854005478322506,49,0,0,3,11660.420320490142,0.776987428495988
moead,3,9080,453,moead,20,19,19,0.1,9080,20,582936.6785714258,0.008324146270751953,587597.3749999969,0.008541564457118511,49,0,0,3,11686.826200484997,0.776943187503138
moead,3,9100,454,moead,20,19,19,0.1,9100,20,582936.6785714258,0.008324146270751953,587597.3749999969,0.008541564457118511,50,0,0,1,11713.419743676204,0.7768866991138837
moead,3,9120,455,moead,20,19,19,0.1,9120,19,582936.6785714258,0.008324146270751953,587597.3749999969,0.008541564457118511,50,0,0,4,11739.355360693065,0.7768740037069272
moead,3,9140,456,moead,20,19,19,0.1,9140,20,582936.6785714258,0.008324146270751953,587597.3749999969,0.008541564457118511,52,0,0,2,11765.525082784006,0.776845906637365
moead,3,9160,457,moead,20,19,19,0.1,9160,20,582936.6785714258,0.008324146270751953,587597.3749999969,0.008541564457118511,47,0,0,1,11791.518020364223,0.7768295807359552
moead,3,9180,458,moead,20,19,19,0.1,9180,20,582936.6785714258,0.008324146270751953,587597.3749999969,0.008541564457118511,48,0,0,0,11817.31998271821,0.7768258804386224
moead,3,9200,459,moead,20,19,19,0.1,9200,20,582936.6785714258,0.008324146270751953,587597.3749999969,0.008541564457118511,48,0,0,0,11843.495617752196,0.7767976868425682
moead,3,9220,460,moead,20,19,19,0.1,9220,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,49,0,0,1,11869.786147341132,0.7767620987902387
moead,3,9240,461,moead,20,19,19,0.1,9240,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,50,0,0,1,11896.121604098007,0.7767237346344023
moead,3,9260,462,moead,20,19,19,0.1,9260,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,50,0,0,0,11922.115550428163,0.7767077882135979
moead,3,9280,463,moead,20,19,19,0.1,9280,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,50,0,0,1,11948.107031428022,0.7766920714377687
moead,3,9300,464,moead,20,19,19,0.1,9300,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,50,0,0,2,11974.145174697042,0.7766733962481209
moead,3,9320,465,moead,20,19,19,0.1,9320,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,50,0,0,0,12000.584042675095,0.7766288679665331
moead,3,9340,466,moead,20,19,19,0.1,9340,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,50,0,0,0,12026.803366866196,0.7765987116519815
moead,3,9360,467,moead,20,19,19,0.1,9360,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,51,0,0,0,12052.975585908163,0.7765717215044659
moead,3,9380,468,moead,20,19,19,0.1,9380,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,51,0,0,1,12079.058924614219,0.7765505623029799
moead,3,9400,469,moead,20,19,19,0.1,9400,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,52,0,0,0,12105.199684243184,0.776525810824548
moead,3,9420,470,moead,20,19,19,0.1,9420,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,52,0,0,0,12131.714156842092,0.7764772461843137
moead,3,9440,471,moead,20,19,19,0.1,9440,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,53,0,0,0,12157.968187267194,0.7764455256501107
moead,3,9460,472,moead,20,19,19,0.1,9460,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,53,0,0,0,12184.244126820005,0.7764125457053681
moead,3,9480,473,moead,20,19,19,0.1,9480,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,53,0,0,1,12210.611212140182,0.7763739124356592
moead,3,9500,474,moead,20,19,19,0.1,9500,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,54,0,0,0,12236.533044431126,0.776363694316461
moead,3,9520,475,moead,20,19,19,0.1,9520,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,54,0,0,0,12262.483740495052,0.7763516919954477
moead,3,9540,476,moead,20,19,19,0.1,9540,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,55,0,0,2,12288.733578208135,0.7763208421181397
moead,3,9560,477,moead,20,19,19,0.1,9560,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,54,0,0,1,12314.919574955013,0.7762941480707902
moead,3,9580,478,moead,20,19,19,0.1,9580,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,54,0,0,0,12341.234452904202,0.7762594606364994
moead,3,9600,479,moead,20,19,19,0.1,9600,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,54,0,0,0,12367.623943553073,0.7762202379224374
moead,3,9620,480,moead,20,19,19,0.1,9620,20,582917.9999999972,0.008324146270751953,587597.3749999969,0.008540685288608074,54,0,0,0,12394.19277915312,0.7761699508321931
moead,3,9640,481,moead,20,19,19,0.1,9640,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,54,0,0,1,12420.304052961059,0.7761484709951024
moead,3,9660,482,moead,20,19,19,0.1,9660,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,54,0,0,0,12446.193375459174,0.7761409218538368
moead,3,9680,483,moead,20,19,19,0.1,9680,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,55,0,0,1,12472.726072515128,0.7760933691417169
moead,3,9700,484,moead,20,19,19,0.1,9700,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,55,0,0,0,12498.67061342718,0.7760825370963372
moead,3,9720,485,moead,20,19,19,0.1,9720,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,55,0,0,1,12524.932005284121,0.7760521171611348
moead,3,9740,486,moead,20,19,19,0.1,9740,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,55,0,0,0,12551.00325871515,0.7760335806810305
moead,3,9760,487,moead,20,19,19,0.1,9760,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,55,0,0,0,12577.503005078062,0.775988683609098
moead,3,9780,488,moead,20,19,19,0.1,9780,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,55,0,0,0,12604.009047043044,0.7759435877503144
moead,3,9800,489,moead,20,19,19,0.1,9800,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,56,0,0,0,12629.827056984184,0.7759409496094949
moead,3,9820,490,moead,20,19,19,0.1,9820,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,57,0,0,0,12655.807173089124,0.7759283833654571
moead,3,9840,491,moead,20,19,19,0.1,9840,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,57,0,0,1,12681.585059383186,0.7759282419289788
moead,3,9860,492,moead,20,19,19,0.1,9860,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,57,0,0,1,12707.596475991188,0.7759138416638245
moead,3,9880,493,moead,20,19,19,0.1,9880,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,57,0,0,0,12734.025614206214,0.7758740479505372
moead,3,9900,494,moead,20,19,19,0.1,9900,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,57,0,0,0,12760.030651721172,0.7758602052154641
moead,3,9920,495,moead,20,19,19,0.1,9920,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,59,0,0,0,12785.951693762094,0.7758515156004921
moead,3,9940,496,moead,20,18,18,0.1,9940,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,59,0,0,2,12811.996567294002,0.775835362411388
moead,3,9960,497,moead,20,19,19,0.1,9960,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,58,0,0,1,12838.459898642031,0.7757939876459407
moead,3,9980,498,moead,20,17,17,0.2,9980,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,42,0,0,5,12864.28225595411,0.7757914356536179
moead,3,10000,499,moead,20,14,14,0.3,10000,20,582917.9999999972,0.008323220536112785,587578.6964285683,0.008540685288608074,41,0,0,8,12890.205859376118,0.7757828004528081
nsga2,3,20,0,nsga2,20,20,20,0.05,20,1,654551.1785714237,0.010149668902158737,1119866.1071428645,0.023375343531370163,1,0,0,0,4.361316361930221,4.585771436940302
nsga2,3,40,1,nsga2,20,20,20,0.05,40,3,632825.964285707,0.00930243544280529,838963.1428571469,0.012503350153565407,3,0,0,13,6.627253966871649,6.035682380659049
nsga2,3,60,2,nsga2,20,20,20,0.05,60,2,630109.839285707,0.009221297688782215,757690.7142857207,0.012286880984902382,2,0,0,10,9.169525521807373,6.543413817574894
nsga2,3,80,3,nsga2,20,20,19,0.1,80,3,620822.4821428508,0.008781799115240574,752178.9285714345,0.010878360830247402,3,0,0,10,11.853648603893816,6.7489768486743165
nsga2,3,100,4,nsga2,20,20,20,0.05,100,4,604450.624999995,0.008781799115240574,736307.1250000047,0.00997773464769125,4,0,0,9,14.05599805386737,7.114400529707385
nsga2,3,120,5,nsga2,20,20,20,0.05,120,4,604450.624999995,0.008781799115240574,748402.446428571,0.009897269308567047,4,0,0,7,16.735490533988923,7.170390360311588
nsga2,3,140,6,nsga2,20,20,20,0.05,140,4,604450.624999995,0.008781799115240574,816635.8571428548,0.009981665760278702,4,0,0,8,19.03581849182956,7.354556362264642
nsga2,3,160,7,nsga2,20,20,20,0.05,160,4,604450.624999995,0.008781799115240574,748402.446428571,0.009822463616728783,4,0,0,5,21.392352963797748,7.479308156085859
nsga2,3,180,8,nsga2,20,20,20,0.05,180,6,601295.3571428524,0.00821076799184084,735037.1607142906,0.009434971027076244,6,0,0,10,23.845254722982645,7.5486717206887946
nsga2,3,200,9,nsga2,20,20,20,0.05,200,6,601295.3571428524,0.008192428387701511,725635.0000000045,0.009746657684445381,6,0,0,6,26.233216597000137,7.623922108845422
nsga2,3,220,10,nsga2,20,20,20,0.05,220,6,601295.3571428524,0.008136783726513386,714333.1428571471,0.009746657684445381,6,0,0,3,28.834625855786726,7.629715783388566
nsga2,3,240,11,nsga2,20,20,20,0.05,240,10,601295.3571428524,0.008053571917116642,705018.500000003,0.009746657684445381,10,0,0,5,31.161425994941965,7.701829821233345
nsga2,3,260,12,nsga2,20,20,19,0.1,260,11,601295.3571428524,0.008025133982300758,698441.553571429,0.009746657684445381,11,0,0,5,33.53043383080512,7.754149597704652
nsga2,3,280,13,nsga2,20,20,19,0.1,280,13,601295.3571428524,0.008025133982300758,698441.553571429,0.009746657684445381,13,0,0,3,36.01596914278343,7.774329184089274
nsga2,3,300,14,nsga2,20,20,19,0.1,300,11,601295.3571428524,0.008025133982300758,698441.553571429,0.009746657684445381,11,0,0,1,38.550466395914555,7.782007016957724
nsga2,3,320,15,nsga2,20,20,17,0.15,320,13,601295.3571428524,0.008025133982300758,698441.553571429,0.009434200823307037,11,0,0,4,40.79591394192539,7.843922811866226
nsga2,3,340,16,nsga2,20,20,16,0.15,340,15,601295.3571428524,0.008025133982300758,698441.553571429,0.009434200823307037,11,0,0,3,43.38692650687881,7.8364619799951605
nsga2,3,360,17,nsga2,20,20,17,0.15,360,12,601116.0357142811,0.008025133982300758,698441.553571429,0.009370921179652214,10,0,0,4,45.76514551695436,7.866248341035708
nsga2,3,380,18,nsga2,20,20,17,0.15,380,15,601116.0357142811,0.008025133982300758,698490.8928571432,0.009370921179652214,11,0,0,7,48.29122915491462,7.868923749714233
nsga2,3,400,19,nsga2,20,20,17,0.15,400,16,601116.0357142811,0.008025133982300758,698490.8928571432,0.009370921179652214,11,0,0,3,50.71369546279311,7.887415743415231
nsga2,3,420,20,nsga2,20,20,16,0.15,420,16,601116.0357142811,0.007886078208684921,698222.660714286,0.009370921179652214,10,0,0,2,53.303248076932505,7.87944478343636
nsga2,3,440,21,nsga2,20,20,16,0.15,440,16,601116.0357142811,0.007886078208684921,698222.660714286,0.009370921179652214,10,0,0,0,55.750981913879514,7.89223767717102
nsga2,3,460,22,nsga2,20,20,15,0.15,460,19,601116.0357142811,0.007886078208684921,698222.660714286,0.009234466589987278,11,0,0,4,58.404428164009005,7.876115124494434
nsga2,3,480,23,nsga2,20,20,15,0.15,480,20,601116.0357142811,0.007886078208684921,691277.0535714282,0.009234466589987278,12,0,0,3,60.73754127579741,7.902855300322629
nsga2,3,500,24,nsga2,20,20,15,0.15,500,20,601116.0357142811,0.007886078208684921,691277.0535714282,0.009234466589987278,12,0,0,2,63.08766979491338,7.925478966419424
nsga2,3,520,25,nsga2,20,20,16,0.15,520,20,601116.0357142811,0.007886078208684921,691277.0535714282,0.009234466589987278,12,0,0,3,65.59442813601345,7.927502606193213
nsga2,3,540,26,nsga2,20,20,19,0.1,540,17,601116.0357142811,0.007886078208684921,691611.071428571,0.009234466589987278,13,0,0,7,68.04349291394465,7.936100527392736
nsga2,3,560,27,nsga2,20,20,18,0.1,560,15,601116.0357142811,0.007824595086276531,691277.0535714282,0.009234466589987278,12,0,0,5,70.48462678887881,7.944994894806732
nsga2,3,580,28,nsga2,20,20,18,0.1,580,14,601116.0357142811,0.007824595086276531,691277.0535714282,0.009234466589987278,13,0,0,2,72.78919275896624,7.96821585754645
nsga2,3,600,29,nsga2,20,20,18,0.1,600,14,601116.0357142811,0.007824595086276531,691277.0535714282,0.009234466589987278,13,0,0,2,75.20420461287722,7.978277319580373
nsga2,3,620,30,nsga2,20,20,18,0.1,620,14,601116.0357142811,0.007824595086276531,691277.0535714282,0.009234466589987278,13,0,0,0,77.58985770586878,7.990735108064312
nsga2,3,640,31,nsga2,20,20,18,0.1,640,14,601116.0357142811,0.007824595086276531,691277.0535714282,0.009514872916042805,13,0,0,2,80.04359670588747,7.995642703958178
nsga2,3,660,32,nsga2,20,20,18,0.1,660,14,601116.0357142811,0.007824595086276531,691277.0535714282,0.009299170225858688,13,0,0,3,82.50948059093207,7.999080775604047
nsga2,3,680,33,nsga2,20,20,18,0.1,680,14,601116.0357142811,0.007824595086276531,691277.0535714282,0.009299170225858688,13,0,0,3,85.2898356008809,7.972814054679414
nsga2,3,700,34,nsga2,20,20,18,0.1,700,14,601116.0357142811,0.007824595086276531,691277.0535714282,0.009299170225858688,13,0,0,3,87.93726292788051,7.960220465061404
nsga2,3,720,35,nsga2,20,20,18,0.1,720,16,601116.0357142811,0.007824595086276531,691277.0535714282,0.009299170225858688,15,0,0,3,90.36339314701036,7.967828286711708
nsga2,3,740,36,nsga2,20,20,19,0.1,740,17,601116.0357142811,0.007824595086276531,691277.0535714282,0.009299170225858688,16,0,0,3,92.75584028288722,7.977934303038432
nsga2,3,760,37,nsga2,20,20,19,0.1,760,17,594879.9642857098,0.007819200865924358,691176.7321428567,0.00938694179058075,16,0,0,5,94.97346126800403,8.002235465077646
nsga2,3,780,38,nsga2,20,20,19,0.1,780,18,594879.9642857098,0.007819200865924358,691176.7321428567,0.00938694179058075,17,0,0,2,97.47849665791728,8.001764766000296
nsga2,3,800,39,nsga2,20,20,19,0.1,800,18,594879.9642857098,0.007819200865924358,691176.7321428567,0.00938694179058075,17,0,0,0,99.81271402095445,8.015010991806614
nsga2,3,820,40,nsga2,20,20,19,0.1,820,18,594879.9642857098,0.007819200865924358,691176.7321428567,0.00938694179058075,17,0,0,0,102.41670796088874,8.006506128991614
nsga2,3,840,41,nsga2,20,20,20,0.05,840,20,594498.2142857099,0.007819200865924358,687545.3749999988,0.009373513050377369,20,0,0,5,104.66131751681678,8.025887882263955
nsga2,3,860,42,nsga2,20,20,20,0.05,860,20,594498.2142857099,0.007819200865924358,687545.3749999988,0.009373513050377369,22,0,0,4,107.02265341999009,8.035681909558841
nsga2,3,880,43,nsga2,20,20,20,0.05,880,19,594498.2142857099,0.007819200865924358,687545.3749999988,0.009902207180857658,20,0,0,4,109.37444308889098,8.045755252758681
nsga2,3,900,44,nsga2,20,20,20,0.05,900,19,594498.2142857099,0.007819200865924358,696481.2857142856,0.009373513050377369,20,0,0,1,111.83103234996088,8.047855600434461
